#--- Experiment --------------------------------------------------------------------------																																				
#AE-250-1-Ch1																																				
#																																				
#--- System ------------------------------------------------------------------------------																																				
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com																																				
#LAPTOP-78SJC00Q																																				
#--- Instrument --------------------------------------------------------------------------																																				
#Device: FireSting-O2 [] FSO2-C2 SN:2466C2055D64AD2A Firmware:4.11 Build:001																																				
#--- Channel -----------------------------------------------------------------------------																																				
#Channel [ Ch.1] - Oxygen Sensor - TD7-499-065 																																				
#--- Settings & Calibration --------------------------------------------------------------																																				
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)																
#	128 ms	30% (D)	10M (400x)	470	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	Optical Temperature	20.000000	2	Internal Pressure Sensor	1013.000000	0.000000																
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)																
#	13.03.2024	13.03.2024	7.324466	45.897533	0.827000	0.075000	470	-0.350000	0.874000	0.900368	0.000000	-0.000106	0.000000	0.000000	fixed f	996.354004	21.499998	100.000000	19.846931	20.950000																
#--- Temperature Compensation Channel ----------------------------------------------------																																				
#Compensation Channel [ Ch.2] - Optical Temperature Sensor - DF7-321-538 																																				
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)																
#	128 ms	60% (F)	10M (400x)	970	FALSE	FALSE	TRUE	TRUE	0	47	0	temperature	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	0.000000																
#Calibration:	lastCal1	M	N	C	Tofs (K)	Background Amplitude (mV)	Background dphi (°)																													
#	13.03.2024	321.000000	538.000000	0.097000	-4.040332	0.000000	0.000000																													
#--- Pressure Compensation Channel -------------------------------------------------------																																				
#Compensation Channel [ P1] - Internal Pressure Sensor																																				
#Settings: n/a																																				
#Calibration: n/a																																				
#--- Channel -----------------------------------------------------------------------------																																				
#Channel [ Ch.2] - Optical Temperature Sensor - DF7-321-538 																																				
#--- Settings & Calibration --------------------------------------------------------------																																				
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)																
#	128 ms	60% (F)	10M (400x)	970	FALSE	FALSE	TRUE	TRUE	0	47	0	temperature	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	0.000000																
#Calibration:	lastCal1	M	N	C	Tofs (K)	Background Amplitude (mV)	Background dphi (°)																													
#	13.03.2024	321.000000	538.000000	0.097000	-4.040332	0.000000	0.000000																													
#--- Channel -----------------------------------------------------------------------------																																				
#Channel [ T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C																																				
#--- Measurement Data --------------------------------------------------------------------																																				
Date [ Ch.1 Main]	Time [ Ch.1 Main]	 dt (s) [ Ch.1 Main]	Oxygen (µmol/L) [ Ch.1 Main]	dphi (°) [ Ch.1 Main]	Signal Intensity (mV) [ Ch.1 Main]	Ambient Light (mV) [ Ch.1 Main]	Status [ Ch.1 Main]	Date [ Ch.1 CompT]	Time [ Ch.1 CompT]	 dt (s) [ Ch.1 CompT]	Optical Temp. (°C) [ Ch.1 CompT]	dphi (°) [ Ch.1 CompT]	Signal Intensity (mV) [ Ch.1 CompT]	Ambient Light (mV) [ Ch.1 CompT]	Status [ Ch.1 CompT]	Date [ Ch.1 CompP]	Time [ Ch.1 CompP]	 dt (s) [ Ch.1 CompP]	Pressure (mbar) [ Ch.1 CompP]	Status [ Ch.1 CompP]	Date [ Ch.2 Main]	Time [ Ch.2 Main]	 dt (s) [ Ch.2 Main]	Optical Temp. (°C) [ Ch.2 Main]	dphi (°) [ Ch.2 Main]	Signal Intensity (mV) [ Ch.2 Main]	Ambient Light (mV) [ Ch.2 Main]	Status [ Ch.2 Main]	Date [ T1]	Time [ T1]	 dt (s) [ T1]	Sample Temp. (°C) [ T1]	Status [ T1]	Date [Comment]	Time [Comment]	Comment
03-04-2024	09:13:52.386	611.023	-3.182045	50.888000	298	1	OK	03-04-2024	09:13:52.186	610.823	21.158	41.314	187	1	NotOK(5,5,5)	03-04-2024	09:13:52.386	611.023	988	OK	03-04-2024	09:13:51.507	610.144	21.183	41.309	187	0	NotOK(5)	03-04-2024	09:08:46.555	305.192	NaN	NotOK(5)			
03-04-2024	09:13:54.383	613.020	-3.177349	50.879002	298	1	OK	03-04-2024	09:13:54.186	612.823	21.147	41.316	187	1	NotOK(5,5,5)	03-04-2024	09:13:54.383	613.020	989	OK	03-04-2024	09:13:53.507	612.144	21.147	41.316	187	1	NotOK(5)	03-04-2024	09:08:47.644	306.281	NaN	NotOK(5)			
03-04-2024	09:13:56.382	615.019	-3.180583	50.883999	298	1	OK	03-04-2024	09:13:56.185	614.822	21.132	41.319	187	0	NotOK(5,5,5)	03-04-2024	09:13:56.382	615.019	989	OK	03-04-2024	09:13:55.508	614.145	21.153	41.315	187	1	NotOK(5)	03-04-2024	09:08:48.559	307.196	NaN	NotOK(5)			
03-04-2024	09:13:58.386	617.023	-3.182559	50.887001	298	0	OK	03-04-2024	09:13:58.186	616.823	21.122	41.321	187	0	NotOK(5,5,5)	03-04-2024	09:13:58.386	617.023	988	OK	03-04-2024	09:13:57.509	616.146	21.142	41.317	187	0	NotOK(5)	03-04-2024	09:08:49.648	308.285	NaN	NotOK(5)			
03-04-2024	09:14:00.383	619.020	-3.185161	50.893002	298	1	OK	03-04-2024	09:14:00.187	618.824	21.147	41.316	187	1	NotOK(5,5,5)	03-04-2024	09:14:00.383	619.020	989	OK	03-04-2024	09:13:59.507	618.144	21.127	41.320	187	1	NotOK(5)	03-04-2024	09:08:50.556	309.193	NaN	NotOK(5)			
03-04-2024	09:14:02.385	621.022	-3.189972	50.900002	298	1	OK	03-04-2024	09:14:02.187	620.824	21.117	41.322	187	1	NotOK(5,5,5)	03-04-2024	09:14:02.385	621.022	988	OK	03-04-2024	09:14:01.508	620.145	21.112	41.323	187	1	NotOK(5)	03-04-2024	09:08:51.648	310.285	NaN	NotOK(5)			
03-04-2024	09:14:04.387	623.024	-3.191641	50.903000	298	1	OK	03-04-2024	09:14:04.188	622.825	21.117	41.322	187	1	NotOK(5,5,5)	03-04-2024	09:14:04.387	623.024	988	OK	03-04-2024	09:14:03.508	622.145	21.106	41.324	187	1	NotOK(5)	03-04-2024	09:08:52.558	311.195	NaN	NotOK(5)			
03-04-2024	09:14:06.389	625.026	-3.193132	50.903999	298	1	OK	03-04-2024	09:14:06.189	624.826	21.086	41.328	187	1	NotOK(5,5,5)	03-04-2024	09:14:06.389	625.026	989	OK	03-04-2024	09:14:05.509	624.146	21.065	41.332	187	0	NotOK(5)	03-04-2024	09:08:53.648	312.285	NaN	NotOK(5)			
03-04-2024	09:14:08.386	627.023	-3.191462	50.901001	298	1	OK	03-04-2024	09:14:08.188	626.825	21.086	41.328	187	1	NotOK(5,5,5)	03-04-2024	09:14:08.386	627.023	989	OK	03-04-2024	09:14:07.507	626.144	21.096	41.326	187	0	NotOK(5)	03-04-2024	09:08:54.557	313.194	NaN	NotOK(5)			
03-04-2024	09:14:10.386	629.023	-3.194479	50.904999	298	1	OK	03-04-2024	09:14:10.188	628.825	21.060	41.333	187	1	NotOK(5,5,5)	03-04-2024	09:14:10.386	629.023	988	OK	03-04-2024	09:14:09.508	628.145	21.065	41.332	187	1	NotOK(5)	03-04-2024	09:08:55.649	314.286	NaN	NotOK(5)			
03-04-2024	09:14:12.385	631.022	-3.194593	50.903000	298	1	OK	03-04-2024	09:14:12.188	630.825	21.019	41.341	187	1	NotOK(5,5,5)	03-04-2024	09:14:12.385	631.022	988	OK	03-04-2024	09:14:11.509	630.146	21.060	41.333	187	1	NotOK(5)	03-04-2024	09:08:56.558	315.195	NaN	NotOK(5)			
03-04-2024	09:14:14.387	633.024	-3.193406	50.902000	298	1	OK	03-04-2024	09:14:14.189	632.826	21.040	41.337	187	1	NotOK(5,5,5)	03-04-2024	09:14:14.387	633.024	989	OK	03-04-2024	09:14:13.508	632.145	21.055	41.334	187	1	NotOK(5)	03-04-2024	09:08:57.651	316.288	NaN	NotOK(5)			
03-04-2024	09:14:16.387	635.024	-3.183883	50.884998	298	1	OK	03-04-2024	09:14:16.190	634.827	21.040	41.337	187	1	NotOK(5,5,5)	03-04-2024	09:14:16.387	635.024	989	OK	03-04-2024	09:14:15.508	634.145	21.045	41.336	187	1	NotOK(5)	03-04-2024	09:08:58.574	317.211	NaN	NotOK(5)			
03-04-2024	09:14:18.385	637.022	-3.184600	50.886002	298	1	OK	03-04-2024	09:14:18.189	636.826	21.035	41.338	187	1	NotOK(5,5,5)	03-04-2024	09:14:18.385	637.022	989	OK	03-04-2024	09:14:17.509	636.146	21.030	41.339	187	1	NotOK(5)	03-04-2024	09:08:59.650	318.287	NaN	NotOK(5)			
03-04-2024	09:14:20.385	639.022	-3.192509	50.898998	298	1	OK	03-04-2024	09:14:20.190	638.827	21.014	41.342	187	1	NotOK(5,5,5)	03-04-2024	09:14:20.385	639.022	988	OK	03-04-2024	09:14:19.508	638.146	21.014	41.342	187	1	NotOK(5)	03-04-2024	09:09:00.561	319.198	NaN	NotOK(5)			
03-04-2024	09:14:22.386	641.023	-3.194593	50.903000	298	1	OK	03-04-2024	09:14:22.190	640.827	21.019	41.341	187	1	NotOK(5,5,5)	03-04-2024	09:14:22.386	641.023	988	OK	03-04-2024	09:14:21.509	640.146	21.019	41.341	187	1	NotOK(5)	03-04-2024	09:09:01.649	320.287	NaN	NotOK(5)			
03-04-2024	09:14:24.388	643.025	-3.196991	50.907001	298	1	OK	03-04-2024	09:14:24.191	642.828	21.014	41.342	187	1	NotOK(5,5,5)	03-04-2024	09:14:24.388	643.025	989	OK	03-04-2024	09:14:23.511	642.148	21.004	41.344	187	1	NotOK(5)	03-04-2024	09:09:02.558	321.195	NaN	NotOK(5)			
03-04-2024	09:14:26.388	645.025	-3.198973	50.910000	298	1	OK	03-04-2024	09:14:26.191	644.828	21.004	41.344	187	1	NotOK(5,5,5)	03-04-2024	09:14:26.388	645.025	989	OK	03-04-2024	09:14:25.512	644.149	20.994	41.346	187	1	NotOK(5)	03-04-2024	09:09:03.649	322.286	NaN	NotOK(5)			
03-04-2024	09:14:28.387	647.025	-3.201255	50.912998	298	1	OK	03-04-2024	09:14:28.190	646.827	20.984	41.348	187	1	NotOK(5,5,5)	03-04-2024	09:14:28.387	647.025	988	OK	03-04-2024	09:14:27.511	646.148	21.009	41.343	187	1	NotOK(5)	03-04-2024	09:09:04.559	323.196	NaN	NotOK(5)			
03-04-2024	09:14:30.389	649.026	-3.201514	50.914001	298	1	OK	03-04-2024	09:14:30.190	648.827	20.994	41.346	187	1	NotOK(5,5,5)	03-04-2024	09:14:30.389	649.026	988	OK	03-04-2024	09:14:29.513	648.150	20.999	41.345	187	1	NotOK(5)	03-04-2024	09:09:05.650	324.287	NaN	NotOK(5)			
03-04-2024	09:14:32.388	651.025	-3.200110	50.909000	298	1	OK	03-04-2024	09:14:32.191	650.828	20.948	41.355	187	1	NotOK(5,5,5)	03-04-2024	09:14:32.388	651.025	988	OK	03-04-2024	09:14:31.512	650.149	20.963	41.352	187	1	NotOK(5)	03-04-2024	09:09:06.561	325.198	NaN	NotOK(5)			
03-04-2024	09:14:34.387	653.024	-3.202168	50.910999	298	1	OK	03-04-2024	09:14:34.191	652.828	20.917	41.361	187	1	NotOK(5,5,5)	03-04-2024	09:14:34.387	653.024	988	OK	03-04-2024	09:14:33.512	652.149	20.973	41.350	187	1	NotOK(5)	03-04-2024	09:09:07.652	326.289	NaN	NotOK(5)			
03-04-2024	09:14:36.404	655.041	-3.206050	50.918999	298	1	OK	03-04-2024	09:14:36.190	654.827	20.937	41.357	187	1	NotOK(5,5,5)	03-04-2024	09:14:36.404	655.041	989	OK	03-04-2024	09:14:35.512	654.149	20.948	41.355	187	0	NotOK(5)	03-04-2024	09:09:08.557	327.194	NaN	NotOK(5)			
03-04-2024	09:14:38.389	657.026	-3.207225	50.919998	298	1	OK	03-04-2024	09:14:38.190	656.827	20.917	41.361	187	1	NotOK(5,5,5)	03-04-2024	09:14:38.389	657.026	989	OK	03-04-2024	09:14:37.512	656.149	20.937	41.357	187	1	NotOK(5)	03-04-2024	09:09:09.650	328.287	NaN	NotOK(5)			
03-04-2024	09:14:40.386	659.023	-3.204719	50.915001	298	0	OK	03-04-2024	09:14:40.190	658.827	20.907	41.363	187	0	NotOK(5,5,5)	03-04-2024	09:14:40.386	659.023	989	OK	03-04-2024	09:14:39.513	658.150	20.943	41.356	187	1	NotOK(5)	03-04-2024	09:09:10.559	329.196	NaN	NotOK(5)			
03-04-2024	09:14:42.389	661.026	-3.207225	50.919998	298	0	OK	03-04-2024	09:14:42.192	660.829	20.917	41.361	187	0	NotOK(5,5,5)	03-04-2024	09:14:42.389	661.026	989	OK	03-04-2024	09:14:41.514	660.151	20.932	41.358	187	0	NotOK(5)	03-04-2024	09:09:11.651	330.288	NaN	NotOK(5)			
03-04-2024	09:14:44.387	663.024	-3.207072	50.919998	298	1	OK	03-04-2024	09:14:44.191	662.828	20.922	41.360	187	0	NotOK(5,5,5)	03-04-2024	09:14:44.387	663.024	989	OK	03-04-2024	09:14:43.515	662.152	20.922	41.360	187	0	NotOK(5)	03-04-2024	09:09:12.560	331.197	NaN	NotOK(5)			
03-04-2024	09:14:46.386	665.023	-3.209140	50.922001	298	1	OK	03-04-2024	09:14:46.191	664.828	20.891	41.366	187	1	NotOK(5,5,5)	03-04-2024	09:14:46.386	665.023	989	OK	03-04-2024	09:14:45.515	664.152	20.891	41.366	187	1	NotOK(5)	03-04-2024	09:09:13.653	332.290	NaN	NotOK(5)			
03-04-2024	09:14:48.388	667.025	-3.210185	50.924999	298	1	OK	03-04-2024	09:14:48.192	666.829	20.912	41.362	187	1	NotOK(5,5,5)	03-04-2024	09:14:48.388	667.025	989	OK	03-04-2024	09:14:47.515	666.152	20.932	41.358	187	1	NotOK(5)	03-04-2024	09:09:14.561	333.198	NaN	NotOK(5)			
03-04-2024	09:14:50.391	669.028	-3.216053	50.936001	298	1	OK	03-04-2024	09:14:50.193	668.830	20.922	41.360	187	1	NotOK(5,5,5)	03-04-2024	09:14:50.391	669.028	988	OK	03-04-2024	09:14:49.515	668.152	20.886	41.367	187	1	NotOK(5)	03-04-2024	09:09:15.650	334.287	NaN	NotOK(5)			
03-04-2024	09:14:52.392	671.029	-3.216671	50.936001	298	1	OK	03-04-2024	09:14:52.193	670.830	20.902	41.364	187	1	NotOK(5,5,5)	03-04-2024	09:14:52.392	671.029	988	OK	03-04-2024	09:14:51.517	670.154	20.891	41.366	187	1	NotOK(5)	03-04-2024	09:09:16.576	335.213	NaN	NotOK(5)			
03-04-2024	09:14:54.394	673.031	-3.213212	50.926998	298	1	OK	03-04-2024	09:14:54.194	672.831	20.850	41.374	187	1	NotOK(5,5,5)	03-04-2024	09:14:54.394	673.031	988	OK	03-04-2024	09:14:53.516	672.153	20.907	41.363	187	1	NotOK(5)	03-04-2024	09:09:17.652	336.289	NaN	NotOK(5)			
03-04-2024	09:14:56.409	675.046	-3.207201	50.917999	298	1	OK	03-04-2024	09:14:56.194	674.831	20.881	41.368	187	1	NotOK(5,5,5)	03-04-2024	09:14:56.409	675.046	988	OK	03-04-2024	09:14:55.517	674.154	20.861	41.372	187	1	NotOK(5)	03-04-2024	09:09:18.558	337.195	NaN	NotOK(5)			
03-04-2024	09:14:58.392	677.029	-3.212314	50.925999	298	1	OK	03-04-2024	09:14:58.195	676.832	20.861	41.372	187	1	NotOK(5,5,5)	03-04-2024	09:14:58.392	677.029	989	OK	03-04-2024	09:14:57.516	676.153	20.856	41.373	187	1	NotOK(5)	03-04-2024	09:09:19.652	338.289	NaN	NotOK(5)			
03-04-2024	09:15:00.395	679.032	-3.211267	50.923000	298	1	OK	03-04-2024	09:15:00.196	678.833	20.840	41.376	187	1	NotOK(5,5,5)	03-04-2024	09:15:00.395	679.032	988	OK	03-04-2024	09:14:59.516	678.153	20.845	41.375	187	1	NotOK(5)	03-04-2024	09:09:20.575	339.212	NaN	NotOK(5)			
03-04-2024	09:15:02.393	681.030	-3.215925	50.931000	298	1	OK	03-04-2024	09:15:02.196	680.833	20.835	41.377	187	1	NotOK(5,5,5)	03-04-2024	09:15:02.393	681.030	989	OK	03-04-2024	09:15:01.517	680.154	20.840	41.376	187	1	NotOK(5)	03-04-2024	09:09:21.653	340.290	NaN	NotOK(5)			
03-04-2024	09:15:04.394	683.031	-3.214404	50.930000	298	1	OK	03-04-2024	09:15:04.198	682.835	20.866	41.371	187	1	NotOK(5,5,5)	03-04-2024	09:15:04.394	683.031	988	OK	03-04-2024	09:15:03.516	682.153	20.861	41.372	187	1	NotOK(5)	03-04-2024	09:09:22.575	341.212	NaN	NotOK(5)			
03-04-2024	09:15:06.396	685.033	-3.220423	50.938999	298	1	OK	03-04-2024	09:15:06.198	684.835	20.835	41.377	186	1	NotOK(5,5,5)	03-04-2024	09:15:06.396	685.033	988	OK	03-04-2024	09:15:05.517	684.154	20.850	41.374	187	1	NotOK(5)	03-04-2024	09:09:23.653	342.290	NaN	NotOK(5)			
03-04-2024	09:15:08.394	687.031	-3.215822	50.930000	298	1	OK	03-04-2024	09:15:08.197	686.834	20.820	41.380	186	0	NotOK(5,5,5)	03-04-2024	09:15:08.394	687.031	988	OK	03-04-2024	09:15:07.517	686.154	20.840	41.376	187	1	NotOK(5)	03-04-2024	09:09:24.562	343.199	NaN	NotOK(5)			
03-04-2024	09:15:10.394	689.031	-3.218429	50.936001	298	1	OK	03-04-2024	09:15:10.197	688.834	20.845	41.375	187	0	NotOK(5,5,5)	03-04-2024	09:15:10.394	689.031	989	OK	03-04-2024	09:15:09.517	688.154	20.835	41.377	187	1	NotOK(5)	03-04-2024	09:09:25.654	344.291	NaN	NotOK(5)			
03-04-2024	09:15:12.393	691.030	-3.221861	50.941002	299	1	OK	03-04-2024	09:15:12.196	690.834	20.825	41.379	186	1	NotOK(5,5,5)	03-04-2024	09:15:12.393	691.030	989	OK	03-04-2024	09:15:11.517	690.154	20.830	41.378	187	1	NotOK(5)	03-04-2024	09:09:26.560	345.197	NaN	NotOK(5)			
03-04-2024	09:15:14.393	693.030	-3.222576	50.942001	299	1	OK	03-04-2024	09:15:14.197	692.834	20.820	41.380	186	1	NotOK(5,5,5)	03-04-2024	09:15:14.393	693.030	989	OK	03-04-2024	09:15:13.527	692.164	20.820	41.380	187	1	NotOK(5)	03-04-2024	09:09:27.655	346.292	NaN	NotOK(5)			
03-04-2024	09:15:16.393	695.030	-3.223956	50.945000	299	1	OK	03-04-2024	09:15:16.197	694.834	20.830	41.378	186	1	NotOK(5,5,5)	03-04-2024	09:15:16.393	695.030	989	OK	03-04-2024	09:15:15.519	694.156	20.820	41.380	187	1	NotOK(5)	03-04-2024	09:09:28.563	347.200	NaN	NotOK(5)			
03-04-2024	09:15:18.394	697.031	-3.226610	50.948002	299	1	OK	03-04-2024	09:15:18.198	696.835	20.799	41.384	186	1	NotOK(5,5,5)	03-04-2024	09:15:18.394	697.031	989	OK	03-04-2024	09:15:17.517	696.154	20.784	41.387	187	1	NotOK(5)	03-04-2024	09:09:29.655	348.292	NaN	NotOK(5)			
03-04-2024	09:15:20.396	699.033	-3.226611	50.948002	298	1	OK	03-04-2024	09:15:20.198	698.835	20.799	41.384	187	1	NotOK(5,5,5)	03-04-2024	09:15:20.396	699.033	989	OK	03-04-2024	09:15:19.517	698.154	20.794	41.385	187	1	NotOK(5)	03-04-2024	09:09:30.592	349.229	NaN	NotOK(5)			
03-04-2024	09:15:22.398	701.035	-3.223636	50.943001	299	1	OK	03-04-2024	09:15:22.199	700.836	20.804	41.383	186	1	NotOK(5,5,5)	03-04-2024	09:15:22.398	701.035	989	OK	03-04-2024	09:15:21.518	700.155	20.784	41.387	187	1	NotOK(5)	03-04-2024	09:09:31.653	350.290	NaN	NotOK(5)			
03-04-2024	09:15:24.397	703.034	-3.226722	50.945999	299	1	OK	03-04-2024	09:15:24.200	702.837	20.759	41.392	187	1	NotOK(5,5,5)	03-04-2024	09:15:24.397	703.034	989	OK	03-04-2024	09:15:23.517	702.154	20.804	41.383	187	1	NotOK(5)	03-04-2024	09:09:32.565	351.202	NaN	NotOK(5)			
03-04-2024	09:15:26.396	705.033	-3.226662	50.946999	299	1	OK	03-04-2024	09:15:26.200	704.837	20.779	41.388	186	1	NotOK(5,5,5)	03-04-2024	09:15:26.396	705.033	989	OK	03-04-2024	09:15:25.517	704.154	20.779	41.388	186	1	NotOK(5)	03-04-2024	09:09:33.657	352.294	NaN	NotOK(5)			
03-04-2024	09:15:28.396	707.033	-3.227434	50.945000	299	1	OK	03-04-2024	09:15:28.199	706.836	20.718	41.400	187	1	NotOK(5,5,5)	03-04-2024	09:15:28.396	707.033	989	OK	03-04-2024	09:15:27.517	706.154	20.774	41.389	186	1	NotOK(5)	03-04-2024	09:09:34.563	353.200	NaN	NotOK(5)			
03-04-2024	09:15:30.396	709.033	-3.230918	50.952000	299	1	OK	03-04-2024	09:15:30.199	708.836	20.733	41.397	186	1	NotOK(5,5,5)	03-04-2024	09:15:30.396	709.033	989	OK	03-04-2024	09:15:29.518	708.155	20.743	41.395	186	1	NotOK(5)	03-04-2024	09:09:35.656	354.293	NaN	NotOK(5)			
03-04-2024	09:15:32.399	711.036	-3.225223	50.943001	299	1	OK	03-04-2024	09:15:32.200	710.837	20.753	41.393	186	1	NotOK(5,5,5)	03-04-2024	09:15:32.399	711.036	989	OK	03-04-2024	09:15:31.518	710.155	20.728	41.398	186	1	NotOK(5)	03-04-2024	09:09:36.578	355.215	NaN	NotOK(5)			
03-04-2024	09:15:34.399	713.036	-3.226410	50.944000	299	1	OK	03-04-2024	09:15:34.202	712.839	20.733	41.397	186	1	NotOK(5,5,5)	03-04-2024	09:15:34.399	713.036	989	OK	03-04-2024	09:15:33.518	712.155	20.743	41.395	186	1	NotOK(5)	03-04-2024	09:09:37.655	356.292	NaN	NotOK(5)			
03-04-2024	09:15:36.397	715.034	-3.231075	50.952000	299	1	OK	03-04-2024	09:15:36.201	714.838	20.728	41.398	186	0	NotOK(5,5,5)	03-04-2024	09:15:36.397	715.034	989	OK	03-04-2024	09:15:35.518	714.155	20.713	41.401	186	1	NotOK(5)	03-04-2024	09:09:38.563	357.200	NaN	NotOK(5)			
03-04-2024	09:15:38.396	717.033	-3.227129	50.945000	299	1	OK	03-04-2024	09:15:38.200	716.837	20.728	41.398	186	1	NotOK(5,5,5)	03-04-2024	09:15:38.396	717.033	988	OK	03-04-2024	09:15:37.519	716.156	20.692	41.405	186	1	NotOK(5)	03-04-2024	09:09:39.653	358.290	NaN	NotOK(5)			
03-04-2024	09:15:40.399	719.036	-3.227681	50.944000	299	1	OK	03-04-2024	09:15:40.202	718.839	20.692	41.405	186	1	NotOK(5,5,5)	03-04-2024	09:15:40.399	719.036	988	OK	03-04-2024	09:15:39.518	718.155	20.692	41.405	187	1	NotOK(5)	03-04-2024	09:09:40.564	359.201	NaN	NotOK(5)			
03-04-2024	09:15:42.400	721.037	-3.230977	50.949001	299	1	OK	03-04-2024	09:15:42.203	720.840	20.677	41.408	186	1	NotOK(5,5,5)	03-04-2024	09:15:42.400	721.037	988	OK	03-04-2024	09:15:41.518	720.155	20.718	41.400	186	1	NotOK(5)	03-04-2024	09:09:41.656	360.293	NaN	NotOK(5)			
03-04-2024	09:15:44.402	723.039	-3.231386	50.950001	299	1	OK	03-04-2024	09:15:44.205	722.842	20.682	41.407	186	1	NotOK(5,5,5)	03-04-2024	09:15:44.402	723.039	988	OK	03-04-2024	09:15:43.519	722.156	20.682	41.407	186	1	NotOK(5)	03-04-2024	09:09:42.565	361.202	NaN	NotOK(5)			
03-04-2024	09:15:46.405	725.042	-3.234931	50.956001	299	1	OK	03-04-2024	09:15:46.206	724.843	20.677	41.408	186	1	NotOK(5,5,5)	03-04-2024	09:15:46.405	725.042	989	OK	03-04-2024	09:15:45.520	724.157	20.697	41.404	186	1	NotOK(5)	03-04-2024	09:09:43.657	362.294	NaN	NotOK(5)			
03-04-2024	09:15:48.405	727.042	-3.235247	50.956001	299	1	OK	03-04-2024	09:15:48.208	726.845	20.667	41.410	186	1	NotOK(5,5,5)	03-04-2024	09:15:48.405	727.042	988	OK	03-04-2024	09:15:47.520	726.157	20.651	41.413	186	1	NotOK(5)	03-04-2024	09:09:44.565	363.202	NaN	NotOK(5)			
03-04-2024	09:15:50.405	729.042	-3.236783	50.959000	299	1	OK	03-04-2024	09:15:50.208	728.845	20.672	41.409	186	1	NotOK(5,5,5)	03-04-2024	09:15:50.405	729.042	989	OK	03-04-2024	09:15:49.523	728.160	20.661	41.411	186	1	NotOK(5)	03-04-2024	09:09:45.657	364.294	NaN	NotOK(5)			
03-04-2024	09:15:52.405	731.042	-3.234053	50.952999	299	1	OK	03-04-2024	09:15:52.209	730.846	20.651	41.413	186	1	NotOK(5,5,5)	03-04-2024	09:15:52.405	731.042	989	OK	03-04-2024	09:15:51.523	730.160	20.687	41.406	186	1	NotOK(5)	03-04-2024	09:09:46.566	365.203	NaN	NotOK(5)			
03-04-2024	09:15:54.406	733.043	-3.235906	50.956001	299	1	OK	03-04-2024	09:15:54.209	732.846	20.646	41.414	186	1	NotOK(5,5,5)	03-04-2024	09:15:54.406	733.043	988	OK	03-04-2024	09:15:53.523	732.160	20.636	41.416	186	1	NotOK(5)	03-04-2024	09:09:47.654	366.291	NaN	NotOK(5)			
03-04-2024	09:15:56.405	735.042	-3.230150	50.945000	299	1	OK	03-04-2024	09:15:56.209	734.846	20.631	41.417	186	1	NotOK(5,5,5)	03-04-2024	09:15:56.405	735.042	988	OK	03-04-2024	09:15:55.523	734.160	20.661	41.411	186	1	NotOK(5)	03-04-2024	09:09:48.563	367.200	NaN	NotOK(5)			
03-04-2024	09:15:58.407	737.044	-3.235806	50.955002	299	1	OK	03-04-2024	09:15:58.209	736.846	20.631	41.417	186	1	NotOK(5,5,5)	03-04-2024	09:15:58.407	737.044	989	OK	03-04-2024	09:15:57.525	736.162	20.636	41.416	186	1	NotOK(5)	03-04-2024	09:09:49.658	368.295	NaN	NotOK(5)			
03-04-2024	09:16:00.405	739.042	-3.238010	50.958000	299	1	OK	03-04-2024	09:16:00.209	738.846	20.615	41.420	186	1	NotOK(5,5,5)	03-04-2024	09:16:00.405	739.042	989	OK	03-04-2024	09:15:59.526	738.163	20.636	41.416	186	1	NotOK(5)	03-04-2024	09:09:50.565	369.202	NaN	NotOK(5)			
